Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
537,23-04-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,76,NA
537,29-04-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,66,NA
537,02-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,59,NA
537,05-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,73,NA
537,08-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,76,NA
537,11-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,70,NA
537,14-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,66,NA
537,18-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,63,NA
537,21-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,72,NA
537,25-05-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,62,NA
537,08-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,65,NA
537,11-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",4,10,57,NA
537,15-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",4,10,65,NA
537,18-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,69,NA
537,22-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,63,NA
537,25-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,66,NA
537,29-06-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",4,11,56,NA
537,02-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,61,NA
537,06-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,63,NA
537,09-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,56,NA
537,13-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,54,NA
537,16-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,50,NA
537,20-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,60,NA
537,23-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,66,NA
537,27-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,62,NA
537,30-07-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,70,NA
537,03-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,55,NA
537,06-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,60,NA
537,10-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,63,NA
537,13-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,53,NA
537,17-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,65,NA
537,20-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,56,NA
537,24-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,61,NA
537,27-08-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,60,NA
537,01-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,55,NA
537,04-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,52,NA
537,07-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,61,NA
537,10-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,57,NA
537,14-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,64,NA
537,17-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,68,NA
537,21-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,59,NA
537,24-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,54,NA
537,28-09-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,62,NA
537,01-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,53,NA
537,05-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,46,NA
537,08-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,45,NA
537,13-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,38,NA
537,15-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,51,NA
537,20-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,45,NA
537,23-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,34,NA
537,26-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,50,NA
537,30-10-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,50,NA
537,02-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,42,NA
537,05-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,33,NA
537,11-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",14,20,127,NA
537,14-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,16,36,NA
537,16-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,16,60,NA
537,20-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,17,57,NA
537,24-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,17,64,NA
537,27-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,17,64,NA
537,30-11-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,17,67,NA
537,03-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,40,NA
537,07-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,41,NA
537,11-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,41,NA
537,14-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,34,NA
537,17-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,49,NA
537,21-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,47,NA
537,24-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,72,NA
537,28-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,59,NA
537,31-12-15,Assam,Sivasagar,"Sibasagar Office Building, Sibasagar",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,17,71,NA
538,02-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,61,NA
538,10-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,62,NA
538,13-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,17,61,NA
538,16-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,57,NA
538,20-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,59,NA
538,23-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,82,NA
538,28-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,59,NA
538,31-01-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,59,NA
538,03-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,61,NA
538,07-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,82,NA
538,10-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,82,NA
538,13-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,90,NA
538,17-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,119,NA
538,20-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,98,NA
538,24-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,119,NA
538,27-02-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,106,NA
538,03-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,131,NA
538,04-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,93,NA
538,05-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,138,NA
538,17-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,17,197,NA
538,20-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,16,218,NA
538,24-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,194,NA
538,27-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,213,NA
538,31-03-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,160,NA
538,08-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,125,NA
538,11-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,118,NA
538,13-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,18,188,NA
538,16-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,182,NA
538,21-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,93,NA
538,24-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,95,NA
538,28-04-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,173,NA
538,02-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,18,30,NA
538,06-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,40,NA
538,09-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,17,22,NA
538,13-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,38,NA
538,16-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,35,NA
538,20-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,57,NA
538,23-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,33,NA
538,27-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,25,NA
538,30-05-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,35,NA
538,03-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,82,NA
538,06-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,93,NA
538,12-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,92,NA
538,16-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,95,NA
538,19-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,87,NA
538,23-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,89,NA
538,26-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,113,NA
538,30-06-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,121,NA
538,03-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,132,NA
538,08-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,133,NA
538,11-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,178,NA
538,14-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,112,NA
538,17-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,99,NA
538,21-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,105,NA
538,24-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,108,NA
538,29-07-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,121,NA
538,01-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,112,NA
538,04-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,103,NA
538,07-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,118,NA
538,11-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,118,NA
538,14-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,100,NA
538,19-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,89,NA
538,22-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,109,NA
538,29-08-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,94,NA
538,01-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,89,NA
538,04-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,95,NA
538,08-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,118,NA
538,11-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,90,NA
538,14-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,111,NA
538,17-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,120,NA
538,23-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,123,NA
538,26-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,127,NA
538,29-09-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,131,NA
538,02-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,131,NA
538,06-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,129,NA
538,09-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,13,128,NA
538,13-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,126,NA
538,17-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,131,NA
538,21-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,15,143,NA
538,24-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,126,NA
538,28-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,133,NA
538,30-10-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,121,NA
538,03-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,126,NA
538,05-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,136,NA
538,11-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",13,21,132,NA
538,14-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,131,NA
538,20-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,120,NA
538,24-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,125,NA
538,27-11-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,131,NA
538,01-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,131,NA
538,04-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,21,131,NA
538,08-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,29,129,NA
538,11-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,27,126,NA
538,15-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,26,125,NA
538,18-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,20,123,NA
538,22-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,23,127,NA
538,25-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,20,123,NA
538,29-12-15,Assam,Dibrugarh,"Dibrugarh Office Building, Dibrugarh",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,18,132,NA
539,02-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",NA,12,66,NA
539,06-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,73,NA
539,09-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,60,NA
539,17-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,120,NA
539,19-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,82,NA
539,22-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,106,NA
539,27-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,85,NA
539,30-01-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,92,NA
539,02-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,85,NA
539,06-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,97,NA
539,10-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,90,NA
539,13-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,76,NA
539,17-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,99,NA
539,20-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,117,NA
539,24-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,103,NA
539,27-02-15,Assam,Golaghat,"Golaghat Office Building, Golaghat",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,126,NA
