Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
193,01-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,68,NA
193,02-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,70,NA
193,03-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,61,NA
193,05-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,60,NA
193,06-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,77,NA
193,07-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,96,NA
193,08-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,78,NA
193,09-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,74,NA
193,12-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,78,NA
193,13-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,66,NA
193,17-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,64,NA
193,19-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,61,NA
193,20-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,69,NA
193,21-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,62,NA
193,22-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,76,NA
193,27-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,68,NA
193,28-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,12,68,NA
193,29-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,73,NA
193,30-01-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,64,NA
193,02-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,72,NA
193,04-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,68,NA
193,05-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,71,NA
193,06-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,70,NA
193,07-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,67,NA
193,09-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,62,NA
193,10-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,76,NA
193,11-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,87,NA
193,12-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,83,NA
193,13-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,98,NA
193,14-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,94,NA
193,16-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,91,NA
193,17-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,111,NA
193,18-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,92,NA
193,19-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,103,NA
193,20-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,93,NA
193,21-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,101,NA
193,23-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,125,NA
193,24-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,119,NA
193,25-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,137,NA
193,26-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,138,NA
193,27-02-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,136,NA
193,02-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,119,NA
193,03-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,151,NA
193,04-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,19,150,NA
193,07-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,164,NA
193,09-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,173,NA
193,10-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,16,169,NA
193,11-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,17,184,NA
193,12-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,17,168,NA
193,13-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,21,178,NA
193,16-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,19,235,NA
193,17-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,16,203,NA
193,18-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,219,NA
193,19-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,18,219,NA
193,20-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,18,232,NA
193,21-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,20,215,NA
193,23-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,17,236,NA
193,24-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,17,282,NA
193,25-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,250,NA
193,26-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,18,239,NA
193,27-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,21,196,NA
193,30-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,19,266,NA
193,31-03-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,18,224,NA
193,01-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,19,222,NA
193,02-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",13,22,220,NA
193,04-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,18,208,NA
193,06-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",12,19,228,NA
193,07-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,18,233,NA
193,08-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,19,237,NA
193,09-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",12,19,238,NA
193,10-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,19,216,NA
193,13-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",12,18,231,NA
193,17-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,18,154,NA
193,18-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,17,219,NA
193,20-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,160,NA
193,21-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,16,136,NA
193,22-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,125,NA
193,23-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,159,NA
193,24-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,16,159,NA
193,27-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,95,NA
193,28-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,121,NA
193,29-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,85,NA
193,30-04-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,99,NA
193,02-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,92,NA
193,05-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,98,NA
193,06-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,103,NA
193,07-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,98,NA
193,08-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,93,NA
193,11-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,95,NA
193,12-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,95,NA
193,13-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,100,NA
193,14-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,93,NA
193,15-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,84,NA
193,16-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,101,NA
193,18-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,94,NA
193,19-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,94,NA
193,20-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,13,103,NA
193,21-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,98,NA
193,22-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,99,NA
193,25-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,94,NA
193,26-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,82,NA
193,27-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,81,NA
193,28-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,11,91,NA
193,29-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,12,86,NA
193,30-05-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,13,82,NA
193,01-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,66,NA
193,02-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,67,NA
193,04-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,12,68,NA
193,06-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,69,NA
193,08-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,66,NA
193,09-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,67,NA
193,10-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,67,NA
193,11-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,68,NA
193,12-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,71,NA
193,15-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,70,NA
193,16-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,69,NA
193,17-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,67,NA
193,18-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,67,NA
193,19-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,69,NA
193,20-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,67,NA
193,22-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,68,NA
193,23-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,70,NA
193,24-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,71,NA
193,25-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,72,NA
193,26-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,72,NA
193,29-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,74,NA
193,30-06-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,77,NA
193,01-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,69,NA
193,02-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,67,NA
193,03-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,65,NA
193,04-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,71,NA
193,06-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,63,NA
193,07-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,73,NA
193,08-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,73,NA
193,09-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,67,NA
193,10-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,65,NA
193,13-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,65,NA
193,14-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,64,NA
193,15-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,63,NA
193,16-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,62,NA
193,17-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,63,NA
193,20-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,61,NA
193,21-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,61,NA
193,22-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,9,60,NA
193,23-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,63,NA
193,24-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,62,NA
193,27-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,64,NA
193,28-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,64,NA
193,29-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,64,NA
193,30-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,65,NA
193,31-07-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,64,NA
193,01-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,65,NA
193,03-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,66,NA
193,04-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,65,NA
193,05-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,9,65,NA
193,06-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,64,NA
193,07-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,66,NA
193,10-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,63,NA
193,11-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,63,NA
193,12-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,66,NA
193,13-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,67,NA
193,14-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,68,NA
193,17-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,63,NA
193,18-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,65,NA
193,19-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,64,NA
193,20-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,64,NA
193,21-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,63,NA
193,24-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,70,NA
193,25-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,66,NA
193,26-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,66,NA
193,27-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,67,NA
193,28-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,67,NA
193,29-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,65,NA
193,31-08-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,84,NA
193,01-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,85,NA
193,02-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,66,NA
193,04-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,68,NA
193,07-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,68,NA
193,08-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,69,NA
193,09-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,72,NA
193,10-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,73,NA
193,11-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,74,NA
193,14-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,74,NA
193,16-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,75,NA
193,17-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,76,NA
